FMID,street,city,County,State,zip,x,y
1011313,22049 Main St.,Abita Springs,St. Tammany,Louisiana,70420,-90.0389129,30.4793215
1011314,"13 Bank Street, Peekskill New York",Peekskill,Westchester,New York,10566,-73.919085,41.291198
1011315,4501 Edmondson Ave,Baltimore,Baltimore City,Maryland,21229,-76.690811,39.293085
1011316,Oregon State Fairgrounds,Salem,Marion,Oregon,97309,-123.010552,44.959011
1011319,0,NYC,New York,New York,10029,-74.005108,40.749338
1011322,Lincoln Square ,Gettysburg,Adams,Pennsylvania,17325,-77.230764,39.830706
1011325,4310 Gallatin Street,Hyattsville,Prince George's,Maryland,20781,-76.941854,38.952822
1011326,Carr. 111 Km. 18 Bo. Bahomamey,San Sebastian,San Sebastian,Puerto Rico,685,-66.9706,18.32878
1011327,17805 NE US 301,Waldo,Alachua,Florida,32694,-82.167013,29.818268
1011330,6210 Raytown Road,Raytown ,Jackson,Missouri,64133,-94.463531,39.010033
1011331,3210 Hancock Road / Route 43,Hancock,Berkshire,Massachusetts,1237,-73.302742,42.570163
1011333,5300 Ballard Ave NW,Seattle,King,Washington,98107,-122.384667,47.667591
1011334,1126 Martin Luther King Jr. Way,Seattle,King,Washington,98122,-122.295403,47.612666
1011335,4850 Meridian Ave N,Seattle,King,Washington,98103,-122.333175,47.663876
1011336,301 King Street,Alexandria,Alexandria,Virginia,22314,-77.043015,38.804839
1011337,13th St. and Locust Ave. ,Woodward,Woodward,Oklahoma,73801,-99.3957807,36.4314963
1011340,7101 E Lancaster,Fort Worth,Tarrant,Texas,76112,-97.2072988,32.7303696
1011342,Corner of Columbia and Canal Street,Fall River,Bristol,Massachusetts,2720,-71.1626637,41.6990801
1011359,Rte 155 And Recycle Center Rd,Lee,Strafford,New Hampshire,3861,-71.0060464,43.1268522
1011363,Memorial Park,Belton ,Cass,Missouri,64012,-94.525252,38.808556
1011364,91 New Market Street,Jackson,Madison,Tennessee,38301,-88.8207614,35.6157758
1011365,170 North Park Ave.,Warren,Trumbull,Ohio,44481,-80.818098,41.237225
1011367,2600 Glenwood Ave,Youngstown,Mahoning,Ohio,44511,-80.675689,41.073612
1011376,Bosworth St. and Diamond St. ,San Francisco ,San Francisco,California,94131,-122.433073,37.733595
1011377,748 Tennis Drive,South San Francisco ,San Mateo,California,94080,-122.427016,37.654723
1011386,20 East 5th Street,Kansas City,Jackson,Missouri,64106,-94.581688,39.108685
1011387,1 Industrial Drive,Point Lookout,Taney,Missouri,65726,-93.041,36.6546965
1011390,12320 Olive Blvd,Creve Coeur,St. Louis,Missouri,63141,-90.4564338,38.6728389
1011392,255 Kiefer Creek Rd.,Ellisville,St. Louis,Missouri,63017,-90.587554,38.5852013
1011395,Hwy 54 and 5,Camdenton,Camden,Missouri,65020,-92.7347344,38.0150709
1011396,200 Main Street,Salem,Dent,Missouri,65560,-91.5362647,37.6442949
1011397,71 Lighthouse Road,Hilton Head Island,Beaufort,South Carolina,29928,-80.8012245,32.1310239
1011398,501 Yanceyville Street,Greensboro ,Guilford,North Carolina,27405,-79.778859,36.078425
1011400,Jackson Hole Town Square,Jackson,Teton,Wyoming,83001,-110.761305,43.479633
1011402,Front st. and Spring St.,Burlington,Alamance,North Carolina,27216,-79.435955,36.093215
1011411,J. C. Penney Park Lot,Hamilton,Caldwell,Missouri,64644,-93.9982743,39.7436184
1011412,East 6th Street and Oregon Avenue ,Morris ,Stevens,Minnesota,56267,-95.9133008,45.5876576
1011413,1755 S. US Hwy 63,West Plains,Howell,Missouri,65775,-91.8216913,36.7098028
1011418,Off of I-29 and Barry Road,Kansas City,Platte,Missouri,64153,-94.5808637,39.2463171
1011426,Grove St. and Divisadero St.,San Francisco ,San Francisco,California,94117,-122.438013,37.7759351
1011429,Stanyan St. and Waller St.,San Francisco ,San Francisco,California,94117,-122.4533286,37.7682478
1011430,Fillmore St. and O'Farrell St.,San Francisco ,San Francisco,California,94115,-122.4327477,37.7833115
1011436,732 Broadway,West Cape May borough,Cape May,New Jersey,8204,-74.939033,38.942226
1011444,710 Lawrence Expressway,Santa Clara,Santa Clara,California,95051,-121.9985712,37.3363589
1011445,10101 N. Wolfe Rd.,Cupertino ,Santa Clara,California,95014,-122.0158532,37.3242945
1011447,1376 Piedmont Road,San Jose ,Santa Clara,California,95132,-121.847368,37.40204
1011460,Noe St. and Market St.,San Francisco ,San Francisco,California,94114,-122.433102,37.764428
1011466,1200 El Camino Real,South San Francisco ,San Mateo,California,94080,-122.43948,37.658875
1011470,Atkinson Drive,Hood River,Hood River,Oregon,97031,-121.541646,45.625517
1011479,4273 Highway E,New Haven,Franklin,Missouri,63068,-91.3678902,38.5466389
1011483,550 Gene Friend Way,San Francisco ,San Francisco,California,94158,-122.39047,37.768709
1011484,505 Parnassus Ave.,San Francisco ,San Francisco,California,94143,-122.457754,37.763986
1011485,Veterans Blvd. and Maple St.,Redwood City,San Mateo,California,94063,-122.222647,37.48899
1011486,0,Mansfield,Sebastian,Arkansas,72944,-94.250565,35.060103
1011488,El Camino Real and O'Neill St.,Belmont,San Mateo,California,94002,-122.273595,37.518818
1011489,2287 Turk Hill Road,Fairport,Monroe,New York,14450,-77.4318929,43.0505711
1011490,6000 Kirk Road (Austintown Township Park),Austintown,Mahoning,Ohio,44515,-80.774094,41.070511
1011491,1325 8th Avenue,San Francisco,San Francisco,California,94122,-122.465774,37.763636
1011494,25th Ave. and Hacienda St.,San Mateo,San Mateo,California,94403,-122.309607,37.543848
1011495,1700 W. Hillsdale Blvd.,San Mateo ,San Mateo,California,94403,-122.337849,37.533092
1011497,12025 Susquehanna Trail S,Glen Rock,York,Pennsylvania,17327,-76.730703,39.793503
1011499,4150 Clement St.,San Francisco ,San Francisco,California,94121,-122.503942,37.78176
1011501,647 E. Market Street,Akron,Summit,Ohio,44304,-81.4971734,41.0775176
1011502,Geary St. and St. Joseph Ave.,San Francisco,San Francisco,California,94115,-122.442934,37.782694
1011506,14539 N State Highway 5,Sunrise Beach,Camden,Missouri,65079,-92.7765869,38.1566568
1011527,0,Lewiston,Nez Perce,Idaho,83501,-117.024921,46.422068
1011528,2205 College St. ,Cedar Falls ,Black Hawk,Iowa,50613,-92.456087,42.517617
1011529,915 N. Central Ave.,Phoenix,Maricopa,Arizona,85004,-112.073453,33.458307
1011530,Sierra Ave. and Arrow Blvd.,Fontana,San Bernardino,California,92335,-117.4358061,34.0993664
1011531,Cherry Ave. and Live Oak Ave.,Fontana ,San Bernardino,California,92335,-117.4864968,34.0407156
1011533,Yorba St,San Juan Capistrano,Orange,California,92675,-117.6622076,33.5005744
1011534,0,Wymore ,Gage,Nebraska,68466,-96.670892,40.122585
1011535,195 Gasser Drive,Napa,Napa,California,94559,-122.279588,38.282916
1011537,1829 Carter St,Chattanooga,Hamilton,Tennessee,37408,-85.3173713,35.0370066
1011538,5239 Floyd Road,Mableton,Cobb,Georgia,30126,-84.5753731,33.8259244
1011540,5917 N Broadway  ,Chicago ,Cook,Illinois,60660,-87.659974,41.9898
1011541,200 Front St,Owego,Tioga,New York,13827,-76.260298,42.102533
1011543,"95th and Normal, Chicago, Illinois",Chicago,Cook,Illinois,60628,-87.6358799,41.720649
1011562,Downtown Moberly Historic Depot Park on Strugeon Street between Coates and Rollins.,Moberly,Randolph,Missouri,65270,-92.4382367,39.4183689
1011566,Oak & Church St,Aurora,Lawrence,Missouri,65605,-93.7153193,36.9706027
1011567,115 E Church St,Ozark,Christian,Missouri,65721,-93.2051789,37.0209078
1011575,920 Plaza Drive,St. Clair,Franklin,Missouri,63077,-90.987401,38.348942
1011576,855 N. Commercial--HealthMart Pharmacy,St. Clair,Franklin,Missouri,63077,-90.987401,38.348942
1011577,7260 Southwest Ave.,Maplewood,St. Louis,Missouri,63143,-90.3153033,38.6130246
1011579,Hc 2 Box 210,Eminence,Shannon,Missouri,65466,-91.357635,37.1506044
1011592,Island Street,Bryson City,Swain,North Carolina,28713,-83.444036,35.43021
1011593,105 S. East Street,Plainfield ,Hendricks,Indiana,46158,-86.4005705,39.7028141
1011595,100 Park Drive,Archdale,Randolph,North Carolina,27263,-79.936471,35.891603
1011596,1 Valley Way,Hurricane,Putnam,West Virginia,25526,-81.99554,38.441892
1011598,6501 W National Ave,West Allis,Milwaukee,Wisconsin,53214,-87.99376,43.014454
1011599,258 Main Street,Grampian  ,Clearfield,Pennsylvania,16838,-78.612509,40.965729
1011601,50 Salina Street ,Baldwinsville,Onondaga,New York,13027,-76.321903,43.15645
1011602,4600 W. Genesee Street,Camillus,Onondaga,New York,13219,-76.248044,43.04478
1011604," 31st Street Baptist Church, 823 North 31st Street",Richmond,Richmond,Virginia,23223,-77.4082803,37.533218
1011605,8 Depot Street,Plymouth ,Grafton,New Hampshire,3264,-71.686886,43.75647
1011607,6233 Old Baton Rouge Hwy ,Alexandria ,Rapides,Louisiana,71302,-92.424126,31.23258
1011609,Plaza Publica,Salinas zona urbana,Salinas,Puerto Rico,751,-66.295391,17.978217
1011610,3700 Limestone Road,Wilmington,New Castle,Delaware,19808,-75.683661,39.734265
1011611,26 Karlyn Drive,New Castle ,New Castle,Delaware,19720,-75.561084,39.702387
1011612,0,Arroyo zona urbana,Arroyo,Puerto Rico,714,-66.061721,17.96862
1011613,2275 Pulaski Highway,Newark,New Castle,Delaware,19702,-75.739334,39.607137
1011614,610 Shipley Road,Wilmington,New Castle,Delaware,19809,-75.518698,39.773164
1011615,1301 E. Walnut,Carbondale,Jackson,Illinois,62902,-89.187966,37.726329
1011616,Washington Street and Jackson St,Carbondale,Jackson,Illinois,62902,-89.2155217,37.7283203
1011617,Estacionamiento del Parque Angelita Lind,Patillas,Patillas,Puerto Rico,723,-66.013453,18.006914
1011618,0,Santa Isabel,Santa Isabel,Puerto Rico,757,-66.418372,17.972338
1011619,0,Cayey,Cayey,Puerto Rico,736,-66.162877,18.115296
1011620,Rt. 355 & Fulks Corner Avenue,Gaithersburg,Montgomery,Maryland,20877,-77.196,39.140428
1011621,0,Caguas zona urbana,Caguas,Puerto Rico,725,-66.038951,18.232383
1011622,0,Cidra,Cidra,Puerto Rico,739,-66.158486,18.177505
1011623,0,Gurabo,Gurabo,Puerto Rico,778,-65.978641,18.252607
1011624,301 Main Street,Gaithersburg,Montgomery,Maryland,20878,-77.23881,39.121903
1011625,0,San Lorenzo,San Lorenzo,Puerto Rico,754,-65.967404,18.187082
1011626,0,Añasco,Anasco,Puerto Rico,610,-67.141614,18.286112
1011627,0,Maricao,Maricao,Puerto Rico,606,-66.991607,18.184534
1011628,0,Lajas,Lajas,Puerto Rico,667,-67.056238,18.046359
1011629,0,San German,San German,Puerto Rico,683,-67.0402,18.11569
1011630,300 N. Cherapa Place,Sioux Falls,Minnehaha,South Dakota,57103,-96.722973,43.550926
1011631,0,Mayaguez,Mayaguez,Puerto Rico,680,-67.1093,18.20732
1011632,0,Aguadilla,Aguadilla,Puerto Rico,603,-67.154818,18.438445
1011633,0,Isabela,Isabela,Puerto Rico,662,-67.023722,18.501749
1011634,0,Las Marias,Las Marias,Puerto Rico,670,-66.9829,18.23855
1011635,0,San Sebastian,San Sebastian,Puerto Rico,685,-66.9706,18.32878
1011636,0,aibonito,Aibonito,Puerto Rico,705,-66.265701,18.139723
1011637,0,Jayuya,Jayuya,Puerto Rico,664,-66.598512,18.203088
1011638,0,Coamo,Coamo,Puerto Rico,769,-66.36982,18.058704
1011639,0,Villalba,Villalba,Puerto Rico,766,-66.481474,18.127892
1011640,0,Peñuelas,Penuelas,Puerto Rico,624,-66.357225,18.008872
1011641,0,Adjuntas,Adjuntas,Puerto Rico,601,-66.729934,18.166604
1011642,0,Barranquitas,Barranquitas,Puerto Rico,794,-66.310174,18.184765
1011643,0,Comerio,Comerio,Puerto Rico,782,-66.2207,18.22345
1011644,0,Aguas Buenas,Aguas Buenas,Puerto Rico,703,-66.106423,18.258154
1011645,0,Guanica,Guanica,Puerto Rico,653,-66.9205,17.98542
1011646,0,Hormigueros,Hormigueros,Puerto Rico,660,-67.120577,18.143559
1011647,0,Cabo rojo,Cabo Rojo,Puerto Rico,623,-67.148266,18.086717
1011648,0,Sabana Grande ,Sabana Grande,Puerto Rico,637,-66.967271,18.082122
1011649,0,Aguada,Aguada,Puerto Rico,601,-67.188389,18.380342
1011650,0,Rincon,Rincon,Puerto Rico,677,-67.2363,18.33636
1011651,0,Moca,Moca,Puerto Rico,676,-67.115773,18.397162
1011657,0,Melcher-Dallas,Marion,Iowa,50163,-93.241759,41.223256
1011658,East SD Highway 10,Sisseton ,Roberts,South Dakota,57262,-97.036802,45.6609
1011662,Church and Price streets,Waxhaw,Union,North Carolina,28173,-80.744577,34.926299
1011667,13001 Sorrento Road,Pensacola ,Escambia,Florida,32507,-87.417362,30.322482
1011668,5 and Burdick,Fayetteville,Onondaga,New York,13066,-76.019508,43.033413
1011669,2744 W 63rd,Chicago,Cook,Illinois,60629,-87.692662,41.779261
1011672,210 West Yosemite ,Madera ,Madera,California,93638,-120.06073,36.960554
1011673,2600 Navigation Blvd.,Houston,Harris,Texas,77003,-95.342978,29.757511
1011674,Hwy 518 MM 30,Mora,Mora,New Mexico,87712,-105.330218,35.973922
1011675,231 South Main,"Beaver Dam, Kentucky",Ohio,Kentucky,42320,-86.870931,37.400207
1011676,2475 Albany Avenue,West Hartford,Hartford,Connecticut,6117,-72.74536,41.785784
1011677,898 S. Ayersville Road,"Mayodan, NC",Rockingham,North Carolina,27027,-79.97557,36.402882
1011680,9131 Glacier Highway,Juneau,Juneau,Alaska,99801,-134.583143,58.361941
1011684,389 East Parkway,Memphis ,Shelby,Tennessee,38112,-89.983001,35.147085
1011688,900 Leslie Blvd.,Jefferson City,Cole,Missouri,65101,-92.175744,38.55744
1011689,1801 Yorkmont Road,Charlotte,Mecklenburg,North Carolina,28217,0,0
1011690,214 1st Ave,Fort Totten,Benson,North Dakota,58335,-98.990303,47.978245
1011691,301 Blankenheim Lane,Sun Prairie,Dane,Wisconsin,53590,-89.205091,43.183119
1011692,Bankhead St and Main St,New Albany,Union,Mississippi,38652,-89.010823,34.494815
1011693,111 Walthour Road,Savannah ,Chatham,Georgia,31410,-80.965299,32.022129
1011696,1400 W 46th St.,Chicago,Cook,Illinois,60609,-87.6605799,41.8107011
1011697,Mamane St (Route 240) and Highway 19,Honoka'a,Hawaii,Hawaii,96727,-155.449151,20.070524
1011705,2305 Neuse Blvd.,New Bern,Craven,North Carolina,28561,-77.0727512,35.115429
1011711,2211 NW Military,Castle Hills ,Bexar,Texas,78213,-98.5224,29.534131
1011712,"Granite Town Plaza, 191 Elm St",Milford ,Hillsborough,New Hampshire,3055,-71.6674228,42.8392628
1011713,"1 Union Square, Town Hall, 3rd Floor Auditorium",Milford ,Hillsborough,New Hampshire,3055,-71.6489836,42.8353619
1011715,500 13th Ave. W.,West Fargo,Cass,North Dakota,58078,-96.9084422,46.8644077
1011716,400 N Portland Ave,Oklahoma City,Oklahoma,Oklahoma,73107,-97.581763,35.470025
1011717,50350 Turkey Ridge Rd,Gays Mills,Crawford,Wisconsin,54631,-90.873029,43.348895
1011718,33955 Community College Dr.,Soldotna,Kenai Peninsula,Alaska,99669,-151.1354492,60.4725706
1011719,4754 N. Leavitt,Chicago ,Cook,Illinois,60625,-87.684336,41.968131
1011720,105 W. Maple St.,Lombard,DuPage,Illinois,60148,-88.020798,41.883775
1011722,11211 S. St. Lawrence Ave.,Chicago ,Cook,Illinois,60628,-87.6083398,41.6907148
1011723,321 Hamilton St.,Geneva ,Kane,Illinois,60134,-88.308656,41.889453
1011724,1828 Old Naperville Rd.,Naperville,Cook,Illinois,60563,-88.1184804,41.8044225
1011725,5320 W Giddings St.,Chicago ,Cook,Illinois,60630,-87.7607762,41.9665391
1011726,611 Randolph St.,Oak Park,Cook,Illinois,60302,-87.78993,41.883229
1011727,8500 S. Maryland Ave. ,Chicago,Cook,Illinois,60068,-87.584824,41.740975
1011728,432 Dartmouth Avenue,Swarthmore,Delaware,Pennsylvania,19081,-75.349001,39.901885
1011729,809 Light Street,Baltimore,Baltimore City,Maryland,21230,-76.6123931,39.2795178
1011730,1100 S Friendswood Dr.,Friendswood,Galveston,Texas,77546,-95.191302,29.520767
1011731,5 1/2 Main Street  - Suite 3,Delhi,Delaware,New York,13753,-74.921231,42.270328
1011733,724 N. Cage Blvd ,Pharr ,Hidalgo,Texas,78577,-98.1816051,26.2016033
1011734,N6975 Hwy 42,Algoma,Kewaunee,Wisconsin,54201,-87.452972,44.576908
1011735,19833 Morris RD ,Harlingen ,Cameron,Texas,78552,-97.704718,26.155226
1011738,Main Street at West Court Street,Greenville,Greenville,South Carolina,29601,-82.4000115,34.8485031
1011740,301 West Main Street,Carrboro,Orange,North Carolina,27510,-79.077593,35.910879
1011742,123 Allen Street,Hampden,Hampden,Massachusetts,1036,-72.4480607,42.0648118
1011743,2301 Boston Road,Wilbraham ,Hampden,Massachusetts,1095,-72.4613702,42.1515647
1011744,65 South Broadway,Saratoga Springs ,Saratoga,New York,12866,-73.7904427,43.064635
1011745,320 North Mine La Motte Street,Fredericktown,Madison,Missouri,63645,-90.2927069,37.5638215
1011747,100 Roger Road,Marks,Quitman,Mississippi,38646,-90.2700349,34.2477182
1011750,8th and Court Ave,Colby,Thomas,Kansas,67701,-101.044393,39.400676
1011751,7200 Mack Ave,Detroit,Wayne,Michigan,48214,-83.0124046,42.3642211
1011753,3800 Corkscrew Road,Estero,Lee,Florida,33928,-81.813049,26.433792
1011756,341 S. Fremont Street,Whitewater,Walworth,Wisconsin,53190,-88.731892,42.83257
1011757,755 Wall Street,Los Angeles,Los Angeles,California,90014,-118.249691,34.040809
1011758,1800 block of Mahoning Rd. NE,Canton,Stark,Ohio,44705,-81.351516,40.808886
1011761,67 West Henderson Street,Marion,McDowell,North Carolina,28752,-82.008815,35.682465
1011762,139 Virginia Ave,Luray,Page,Virginia,22835,-78.461762,38.66284
1011764,4 S. Main St. ,Dayton,Montgomery,Ohio,45402,-84.1913141,39.7592352
1011765,Munoz Rivera 11,Rincon,Rincon,Puerto Rico,677,-67.2363,18.33636
1011769,1 Betke Boulevard,Coxsackie,Greene,New York,12051,-73.795227,42.352405
1011770,1200 Davisburg Road ,Davisburg,Oakland,Michigan,48350,-83.552387,42.751582
1011771,Glacier's Edge Square,Cross Plains,Dane,Wisconsin,53528,-89.641947,43.111545
1011772,8229 Germantown Avenue,Philadelphia ,Philadelphia,Pennsylvania,19118,-75.2030576,40.0741932
1011774, approximately 1817 N. Clark,Chicago,Cook,Illinois,60614,-87.634112,41.915274
1011775,2430 N. Cannon Drive,Chicago,Cook,Illinois,60614,-87.6351848,41.9267847
1011776,101 Cherry St. ,Rogers ,Benton,Arkansas,72756,-94.115855,36.33035
1011777,1629 E Kalamazoo,Lansing,Ingham,Michigan,48912,-84.5263803,42.7302387
1011778,2720 Kirchoff Road,Rolling Meadows,Cook,Illinois,60008,-88.016174,42.078232
1011779,7043 W. 38th Ave.,Wheat Ridge,Jefferson,Colorado,80033,-105.0752471,39.769904
1011782,1001 N Oaks Ave,Hartford,Minnehaha,South Dakota,57033,-96.947438,43.632679
1011783,4 E Ottawa Street,"Richwood, OH",Union,Ohio,43344,-83.296015,40.426013
1011785,Capitol Street,Concord ,Merrimack,New Hampshire,3301,-71.538411,43.206451
1011786,19884 Beaver Dam Road,Lewes,Sussex,Delaware,19958,-75.2162325,38.6950281
1011791,3696 Oakwood Blvd,Melvindale,Wayne,Michigan,48122,-83.18457,42.280673
1011793,150 Courthouse Square,Greensburg,Decatur,Indiana,47240,-85.483491,39.336924
1011794,Church Street,Garberville,Humboldt,California,95542,-123.7942429,40.1005456
1011795,Bonita Canyon and Turtle Ridge Road,Irvine,Orange,California,92603,-117.831346,33.633188
1011796,2300 Bernadette,Columbia,Boone,Missouri,65203,-92.372114,38.963622
1011797,1980 Crompond Rd,Cortlandt Manor,Westchester,New York,10567,-73.892997,41.291874
1011799,6759 S County Rd 25A,Tipp City,Miami,Ohio,45373,-84.1922356,39.9403423
1011800,3200 University Ave,Des Moines,Polk,Iowa,50311,-93.660454,41.599698
1011802,8741 Ashwood Drive,Capitol Heights,Washington,Maryland,20743,-76.854608,38.8838552
1011805,330 East 138th Street,The Bronx,Bronx,New York,10454,-73.924684,40.809789
1011807,7001 W 21st St N,Wichita,Sedgwick,Kansas,67205,-97.425572,37.722685
